material_line,mu,part_number,OD_mm,ID_mm,HT_mm,Ae_mm2,Le_mm,Ve_cm3,Wa_mm2,Ap_mm4,AL_min_nH,AL_nom_nH,AL_max_nH,AL_tolerance_pct,MLT_0wf,MLT_20wf,MLT_25wf,MLT_30wf,MLT_35wf,MLT_40wf,MLT_45wf,MLT_50wf,MLT_60wf,MLT_70wf,wound_OD_40wf_mm,wound_HT_40wf_mm,wound_OD_max_mm,wound_HT_max_mm,SA_core_mm2,SA_40wf_mm2,awg_sl_min,awg_sl_max,awg_sl_count,awg_sl_turns_rdc,note,coated,coating_note,datasheet_url,data_source
EDGE,60,0059537A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059537A2.pdf,MagInc_2025_catalog
High Flux,60,0058537A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058537A2.pdf,MagInc_2025_catalog
MPP,60,0055537A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,96,104.0,112,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055537A2.pdf,MagInc_2025_catalog
Kool Mu,75,0077538A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,120,130.0,140,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077538A7.pdf,MagInc_2025_catalog
XFlux,75,0078538A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,120,130.0,140,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078538A7.pdf,MagInc_2025_catalog
EDGE,75,0059538A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,120,130.0,140,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059538A2.pdf,MagInc_2025_catalog
High Flux,75,0058538A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,120,130.0,140,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058538A2.pdf,MagInc_2025_catalog
MPP,75,0055538A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,120,130.0,140,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055538A2.pdf,MagInc_2025_catalog
Kool Mu,90,0077539A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,144,156.0,168,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077539A7.pdf,MagInc_2025_catalog
XFlux,90,0078539A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,144,156.0,168,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078539A7.pdf,MagInc_2025_catalog
EDGE,90,0059539A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,144,156.0,168,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059539A2.pdf,MagInc_2025_catalog
High Flux,90,0058539A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,144,156.0,168,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058539A2.pdf,MagInc_2025_catalog
MPP,90,0055539A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,144,156.0,168,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055539A2.pdf,MagInc_2025_catalog
Kool Mu,125,0077540A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,200,217.0,234,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077540A7.pdf,MagInc_2025_catalog
XFlux,125,0078540A7,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,200,217.0,234,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078540A7.pdf,MagInc_2025_catalog
EDGE,125,0059540A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,200,217.0,234,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059540A2.pdf,MagInc_2025_catalog
High Flux,125,0058540A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,200,217.0,234,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058540A2.pdf,MagInc_2025_catalog
MPP,125,0055540A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,200,217.0,234,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055540A2.pdf,MagInc_2025_catalog
MPP,147,0055531A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,235,255.0,275,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055531A2.pdf,MagInc_2025_catalog
MPP,160,0055532A2,54.9,28.1,15.3,174.0,126.0,22.0,620.0,107880.0,256,278.0,300,8,,,,,,,,,,,,,,,,,,,,,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055532A2.pdf,MagInc_2025_catalog
Kool Mu,14,0077112A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,17,18.0,19,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077112A7.pdf,MagInc_2025_catalog
Kool Mu MAX,14,0079112A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,17,18.0,19,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079112A7.pdf,MagInc_2025_catalog
EDGE,14,0059112A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,17,18.0,19,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059112A2.pdf,MagInc_2025_catalog
High Flux,14,0058112A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,17,18.0,19,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058112A2.pdf,MagInc_2025_catalog
MPP,14,0055112A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,17,18.0,19,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055112A2.pdf,MagInc_2025_catalog
Kool Mu,19,0077215A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,22,24.0,26,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077215A7.pdf,MagInc_2025_catalog
Kool Mu MAX,19,0079215A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,22,24.0,26,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079215A7.pdf,MagInc_2025_catalog
XFlux,19,0078215A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,22,24.0,26,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078215A7.pdf,MagInc_2025_catalog
EDGE,19,0059215A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,22,24.0,26,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059215A2.pdf,MagInc_2025_catalog
MPP,19,0055215A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,22,24.0,26,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055215A2.pdf,MagInc_2025_catalog
Kool Mu,26,0077111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077111A7.pdf,MagInc_2025_catalog
Kool Mu MAX,26,0079111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079111A7.pdf,MagInc_2025_catalog
Kool Mu Hf,26,0076111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0076111A7.pdf,MagInc_2025_catalog
Kool Mu Ultra,26,0070111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0070111A7.pdf,MagInc_2025_catalog
XFlux,26,0078111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078111A7.pdf,MagInc_2025_catalog
XFlux Ultra,26,0074111A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0074111A7.pdf,MagInc_2025_catalog
EDGE,26,0059111A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059111A2.pdf,MagInc_2025_catalog
High Flux,26,0058111A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058111A2.pdf,MagInc_2025_catalog
MPP,26,0055111A2,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,30,33.0,36,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055111A2.pdf,MagInc_2025_catalog
Kool Mu,40,0077212A7,58.04,34.75,14.86,144.0,143.0,20.7,948.0,137000.0,46,50.0,54,8,53.0,61.9,64.3,65.8,68.7,71.0,73.2,76.0,81.3,87.1,63.5,25.9,81.3,44.4,7700.0,13000.0,8,27,17,AWG8:29T/0.00397ohm; AWG9:33T/0.00558ohm; AWG13:54T/0.0215ohm; AWG14:60T/0.0297ohm; AWG15:68T/0.042ohm; AWG16:76T/0.0586ohm; AWG17:85T/0.0816ohm; AWG18:96T/0.115ohm; AWG19:108T/0.162ohm; AWG20:120T/0.225ohm; AWG21:135T/0.318ohm; AWG22:152T/0.451ohm; AWG23:169T/0.625ohm; AWG24:189T/0.88ohm; AWG25:212T/1.24ohm; AWG26:238T/1.76ohm; AWG27:263T/2.43ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077212A7.pdf,MagInc_2025_catalog
